query,level,implicit_keywords,hard_constraints,req_flight,req_car,req_hotel,req_attraction,cities_count,implicit_keywords_count,balance,impossible,total_score
"Looking for help planning a one way jaunt for 4 travelers from Shenyang to Changchun, Guilin, Ürümqi for photography and disabled traveler and with pets. We'll stay 9 days, need 2 hotel room(s), and our collective budget is 7000 USD. Could you arrange a DuneBuggy for us in Changchun? It should seat 4 people, about 130 USD per day.",hard,"['photography', 'disabled traveler', 'with pets']","{'person_num': 4, 'budget': '7000', 'days': 9}","{'departure_city': 'Shenyang', 'arrival_city': ['Changchun', 'Guilin', 'Ürümqi'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '130', 'car_type': 'DuneBuggy', 'capacity': '4'}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '2'}",{'name': []},{'cities_count': 3},"{'implicit_keywords_count': 3, 'implicit_keyword': ['photography', 'disabled traveler', 'with pets']}",1.0,1.0,9
"Help me organize a trip from Ürümqi to Changchun, Kunming, Shenyang for fast-Paced budget travel and photography and solo women. I'll be 1 in total, want to stay 9 days, need 1 hotel room(s), and are looking for a one way flight. I'd like to keep expenses under 7700 USD. It would be amazing to visit Ancient Changchun Bridge if possible.",hard,"['fast-Paced budget travel', 'photography', 'solo women']","{'person_num': 1, 'budget': '7700', 'days': 9}","{'departure_city': 'Ürümqi', 'arrival_city': ['Changchun', 'Kunming', 'Shenyang'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '1'}",{'name': ['Ancient Changchun Bridge']},{'cities_count': 3},"{'implicit_keywords_count': 3, 'implicit_keyword': ['fast-Paced budget travel', 'photography', 'solo women']}",1.0,1.0,9
"Want to visit Rome, Venezia from Saint-Louis for elderly travelers and couples trip and photography! It's 1 of me, 6 days, 1 hotel room(s), round trip flight. Can I keep it all under 6666? I'd like to rent a Sedan that seats 5 people, about 53.23 USD per day.",hard,"['elderly travelers', 'couples trip', 'photography']","{'person_num': 1, 'budget': '6666', 'days': 6}","{'departure_city': 'Saint-Louis', 'arrival_city': ['Rome', 'Venezia'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '53.23', 'car_type': 'Sedan', 'capacity': '5'}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '1'}",{'name': []},{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['elderly travelers', 'couples trip', 'photography']}",1.0,0.0,7
"Interested in a one way journey for 1 travelers from Anchorage to Albuquerque, Boston, Louisville for solo women and fast-Paced budget travel and photography. I'll stay 9 days, need 1 hotel room(s), and my collective budget is 7500 USD. It would be amazing to visit Hidden Albuquerque Garden if possible.",hard,"['solo women', 'fast-Paced budget travel', 'photography']","{'person_num': 1, 'budget': '7500', 'days': 9}","{'departure_city': 'Anchorage', 'arrival_city': ['Albuquerque', 'Boston', 'Louisville'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '1'}",{'name': ['Hidden Albuquerque Garden']},{'cities_count': 3},"{'implicit_keywords_count': 3, 'implicit_keyword': ['solo women', 'fast-Paced budget travel', 'photography']}",1.0,1.0,9
"Eager to schedule a one way getaway for 5 travelers from Riyadh to Cairo, Ferno for couples trip and disabled traveler and with pets. We'll stay 6 days, need 3 hotel room(s), and our collective budget is 6666. It would be great to visit Pharaoh's Oasis Green Sanctuary while in Cairo.",hard,"['couples trip', 'disabled traveler', 'with pets']","{'person_num': 5, 'budget': '6666', 'days': 6}","{'departure_city': 'Riyadh', 'arrival_city': ['Cairo', 'Ferno'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '3'}","{'name': [""Pharaoh's Oasis Green Sanctuary""]}",{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['couples trip', 'disabled traveler', 'with pets']}",1.0,0.0,7
"Want to visit Cleveland, Sarasota from Albuquerque for couples trip and road trip and nightlife enthusiast! It's 1 of me, 6 days, 1 hotel room(s), one way flight. Can I keep it all under 10000 USD? It would be amazing to visit Ultra Cleveland Plaza if possible.",hard,"['couples trip', 'road trip', 'nightlife enthusiast']","{'person_num': 1, 'budget': '10000', 'days': 6}","{'departure_city': 'Albuquerque', 'arrival_city': ['Cleveland', 'Sarasota'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '1'}",{'name': ['Ultra Cleveland Plaza']},{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['couples trip', 'road trip', 'nightlife enthusiast']}",1.0,1.0,8
"Eager to schedule a round trip getaway for 2 travelers from Albuquerque to Anchorage, Austin, Louisville for fast-Paced budget travel and nightlife enthusiast and foodie. We'll stay 9 days, need 1 hotel room(s), and our collective budget is 10000 USD. Could you arrange a Hovercar for us in Anchorage? It should seat 2 people, about 150 USD per day.",hard,"['fast-Paced budget travel', 'nightlife enthusiast', 'foodie']","{'person_num': 2, 'budget': '10000', 'days': 9}","{'departure_city': 'Albuquerque', 'arrival_city': ['Anchorage', 'Austin', 'Louisville'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '150', 'car_type': 'Hovercar', 'capacity': '2'}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '1'}",{'name': []},{'cities_count': 3},"{'implicit_keywords_count': 3, 'implicit_keyword': ['fast-Paced budget travel', 'nightlife enthusiast', 'foodie']}",1.0,1.0,9
"Hey! I want to go from Changsha to Beijing, Guangzhou, Hohhot for couples trip and disabled traveler and foodie. 4 people, 9 days, 2 hotel room(s), and a one way flight. Can you make it work for about 6666? We'd like to rent a Minivan that seats 7 people, about 98.15 USD per day.",hard,"['couples trip', 'disabled traveler', 'foodie']","{'person_num': 4, 'budget': '6666', 'days': 9}","{'departure_city': 'Changsha', 'arrival_city': ['Beijing', 'Guangzhou', 'Hohhot'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '98.15', 'car_type': 'Minivan', 'capacity': '7'}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '2'}",{'name': []},{'cities_count': 3},"{'implicit_keywords_count': 3, 'implicit_keyword': ['couples trip', 'disabled traveler', 'foodie']}",1.0,0.0,8
"I'm considering a round trip getaway for 5 travelers from Köln to Catania, Greater Manchester for business travelers and foodie and luxury travelers. We'll stay 6 days, need 3 hotel room(s), and our collective budget is 6666. We'd like to rent a EV that seats 5 people, about 103.8 USD per day.",hard,"['business travelers', 'foodie', 'luxury travelers']","{'person_num': 5, 'budget': '6666', 'days': 6}","{'departure_city': 'Köln', 'arrival_city': ['Catania', 'Greater Manchester'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '103.8', 'car_type': 'EV', 'capacity': '5'}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '3'}",{'name': []},{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['business travelers', 'foodie', 'luxury travelers']}",1.0,0.0,7
"Help me set up a round trip itinerary for 2 travelers from Casablanca to Lisbon, Montréal for elderly travelers and road trip and with children. We'll stay 6 days, need 1 hotel room(s), and our collective budget is 6666. Maybe stay at Lisbon Sky Suites 14, which is well rated and has 3.5-star, for about 104.0 USD per night.",hard,"['elderly travelers', 'road trip', 'with children']","{'person_num': 2, 'budget': '6666', 'days': 6}","{'departure_city': 'Casablanca', 'arrival_city': ['Lisbon', 'Montréal'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': 'Lisbon Sky Suites 14', 'price': '104.0', 'star': '3.5', 'rating': '8.6', 'rooms_count': '1'}",{'name': []},{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['elderly travelers', 'road trip', 'with children']}",1.0,0.0,7
"Looking to arrange a round trip break from Nanning to Guiyang, Yantai for couples trip and elderly travelers and foodie. We are 2 travelers and we'll stay 6 days, need 1 hotel room(s), and our collective budget is 8100 USD. It would be amazing to visit Ultra Guiyang Plaza if possible.",hard,"['couples trip', 'elderly travelers', 'foodie']","{'person_num': 2, 'budget': '8100', 'days': 6}","{'departure_city': 'Nanning', 'arrival_city': ['Guiyang', 'Yantai'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '1'}",{'name': ['Ultra Guiyang Plaza']},{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['couples trip', 'elderly travelers', 'foodie']}",1.0,1.0,8
"I'm thinking about a round trip excursion from Raleigh to Albuquerque, Anchorage, Buffalo for foodie and road trip and business travelers. We are 4 travelers and we'll stay 9 days, need 2 hotel room(s), and our collective budget is 9100 USD. Could you arrange a Hovercar for us in Albuquerque? It should seat 4 people, about 136 USD per day.",hard,"['foodie', 'road trip', 'business travelers']","{'person_num': 4, 'budget': '9100', 'days': 9}","{'departure_city': 'Raleigh', 'arrival_city': ['Albuquerque', 'Anchorage', 'Buffalo'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '136', 'car_type': 'Hovercar', 'capacity': '4'}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '2'}",{'name': []},{'cities_count': 3},"{'implicit_keywords_count': 3, 'implicit_keyword': ['foodie', 'road trip', 'business travelers']}",1.0,1.0,9
"I'm thinking about a round trip excursion for 4 travelers from Shanghai to Istanbul, Ürümqi for foodie and disabled traveler and with children. We'll stay 6 days, need 2 hotel room(s), and our collective budget is 6666. We'd like to rent a EV that seats 5 people, about 103.8 USD per day.",hard,"['foodie', 'disabled traveler', 'with children']","{'person_num': 4, 'budget': '6666', 'days': 6}","{'departure_city': 'Shanghai', 'arrival_city': ['Istanbul', 'Ürümqi'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '103.8', 'car_type': 'EV', 'capacity': '5'}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '2'}",{'name': []},{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['foodie', 'disabled traveler', 'with children']}",1.0,0.0,7
"Interested in a one way journey from Hartford to Charlotte, Detroit for foodie and with children and elderly travelers. We are 5 travelers and we'll stay 6 days, need 3 hotel room(s), and our collective budget is 6666. It would be great to visit Luminous Grove Charlotte while in Charlotte.",hard,"['foodie', 'with children', 'elderly travelers']","{'person_num': 5, 'budget': '6666', 'days': 6}","{'departure_city': 'Hartford', 'arrival_city': ['Charlotte', 'Detroit'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '3'}",{'name': ['Luminous Grove Charlotte']},{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['foodie', 'with children', 'elderly travelers']}",1.0,0.0,7
"Could you help me set up a 9-day journey from Haikou to Beijing, Chengdu, Fuzhou for couples trip and photography and disabled traveler? There will be 5 of us and we'd like 3 hotel room(s). one way flight preferred. We're aiming for a budget around 6666. We'd like to rent a SUV that seats 5 people, about 104.82 USD per day.",hard,"['couples trip', 'photography', 'disabled traveler']","{'person_num': 5, 'budget': '6666', 'days': 9}","{'departure_city': 'Haikou', 'arrival_city': ['Beijing', 'Chengdu', 'Fuzhou'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '104.82', 'car_type': 'SUV', 'capacity': '5'}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '3'}",{'name': []},{'cities_count': 3},"{'implicit_keywords_count': 3, 'implicit_keyword': ['couples trip', 'photography', 'disabled traveler']}",1.0,0.0,8
"We are 3 travelers. I am hoping to book a one way ticket from Xi'an to Beijing, Changsha, Chengdu for luxury travelers and with children and road trip. Planning to spend 9 days and need 2 hotel room(s). Hoping not to exceed 6666. We'd like to rent a Minivan that seats 7 people, about 98.15 USD per day.",hard,"['luxury travelers', 'with children', 'road trip']","{'person_num': 3, 'budget': '6666', 'days': 9}","{'departure_city': ""Xi'an"", 'arrival_city': ['Beijing', 'Changsha', 'Chengdu'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '98.15', 'car_type': 'Minivan', 'capacity': '7'}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '2'}",{'name': []},{'cities_count': 3},"{'implicit_keywords_count': 3, 'implicit_keyword': ['luxury travelers', 'with children', 'road trip']}",1.0,0.0,8
"Could you help me set up a 6-day journey from Ibiza to Amsterdam, Geneva for photography and foodie and elderly travelers? There will be 3 of us and we'd like 2 hotel room(s). round trip flight preferred. We're aiming for a budget around 6666. Maybe stay at Amsterdam Palace Suites 75, which is well rated and has 3.0-star, for about 154.0 USD per night.",hard,"['photography', 'foodie', 'elderly travelers']","{'person_num': 3, 'budget': '6666', 'days': 6}","{'departure_city': 'Ibiza', 'arrival_city': ['Amsterdam', 'Geneva'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': 'Amsterdam Palace Suites 75', 'price': '154.0', 'star': '3.0', 'rating': '8.2', 'rooms_count': '2'}",{'name': []},{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['photography', 'foodie', 'elderly travelers']}",1.0,0.0,7
"Looking to travel from Anchorage to Albuquerque, San Antonio for fast-Paced budget travel and photography and nightlife enthusiast. There are 1 of me, planning to stay 6 days and book 1 hotel room(s). Can you find a round trip flight that fits a budget of 8600 USD? By the way, I'm hoping for something like Legendary Albuquerque Suites with a special experience.",hard,"['fast-Paced budget travel', 'photography', 'nightlife enthusiast']","{'person_num': 1, 'budget': '8600', 'days': 6}","{'departure_city': 'Anchorage', 'arrival_city': ['Albuquerque', 'San Antonio'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': 'Legendary Albuquerque Suites', 'price': '8600', 'star': '', 'rating': '1.8', 'rooms_count': '1'}",{'name': []},{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['fast-Paced budget travel', 'photography', 'nightlife enthusiast']}",1.0,1.0,8
"Could you help me set up a 9-day journey from San Francisco to Albuquerque, Atlanta, Salt Lake for road trip and couples trip and fast-Paced budget travel? There will be 4 of us and we'd like 2 hotel room(s). one way flight preferred. We're aiming for a budget around 6666. It would be great to visit Canyon Vista Preserve while in Albuquerque.",hard,"['road trip', 'couples trip', 'fast-Paced budget travel']","{'person_num': 4, 'budget': '6666', 'days': 9}","{'departure_city': 'San Francisco', 'arrival_city': ['Albuquerque', 'Atlanta', 'Salt Lake'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '2'}",{'name': ['Canyon Vista Preserve']},{'cities_count': 3},"{'implicit_keywords_count': 3, 'implicit_keyword': ['road trip', 'couples trip', 'fast-Paced budget travel']}",1.0,0.0,8
